Row_Number,Acupoint_Code,Relation,Action_Target,Indication,Pinyin_Name,Chinese_Name,SNOMED_code,Mesh_Term,Mesh_Id,NCT_Ids,PMIDs,Acupoint,Anatomy,UBERON code,SNOMED CT code,,,,,,,,,,,,
11370,CV16,located_near,,,,,,,,,,,anterior median line,,,,,,,,,,,,,,
11371,CV17,located_near,,,,,,,,,,,anterior thoracic region,,,,,,,,,,,,,,
11372,CV17,located_near,,,,,,,,,,,fourth intercostal space,,117136008,,,,,,,,,,,,
11373,CV17,located_near,,,,,,,,,,,anterior median line,,,,,,,,,,,,,,
11374,CV18,located_near,,,,,,,,,,,anterior thoracic region,,,,,,,,,,,,,,
11375,CV18,located_near,,,,,,,,,,,third intercostal space,,117135007,,,,,,,,,,,,
11376,CV18,located_near,,,,,,,,,,,anterior median line,,,,,,,,,,,,,,
11377,CV19,located_near,,,,,,,,,,,anterior thoracic region,,,,,,,,,,,,,,
11378,CV19,located_near,,,,,,,,,,,second intercostal space,,117134006,,,,,,,,,,,,
11379,CV19,located_near,,,,,,,,,,,anterior median line,,,,,,,,,,,,,,
11380,CV20,located_near,,,,,,,,,,,anterior thoracic region,,,,,,,,,,,,,,
11381,CV20,located_near,,,,,,,,,,,first intercostal space,,117133000,,,,,,,,,,,,
11382,CV20,located_near,,,,,,,,,,,anterior median line,,,,,,,,,,,,,,
11383,CV21,located_near,,,,,,,,,,,anterior thoracic region,,,,,,,,,,,,,,
11384,CV21,located_near,,,,,,,,,,,suprasternal fossa,,,,,,,,,,,,,,
11385,CV21,located_near,,,,,,,,,,,anterior median line,,,,,,,,,,,,,,
11386,CV22,located_near,,,,,,,,,,,neck,UBERON_0000974,45048000,,,,,,,,,,,,
11387,CV22,located_near,,,,,,,,,,,suprasternal fossa,,,,,,,,,,,,,,
11388,CV22,located_near,,,,,,,,,,,anterior median line,,,,,,,,,,,,,,
11389,CV22,located_near,,,,,,,,,,,each clavicle,,,,,,,,,,,,,,
11390,CV23,located_near,,,,,,,,,,,neck,UBERON_0000974,45048000,,,,,,,,,,,,
11391,CV23,located_near,,,,,,,,,,,thyroid cartilage,UBERON_0001738,52940008,,,,,,,,,,,,
11392,CV23,located_near,,,,,,,,,,,hyoid bone,UBERON_0001685,21387005,,,,,,,,,,,,
11393,CV23,located_near,,,,,,,,,,,anterior median line,,,,,,,,,,,,,,
11394,CV24,located_near,,,,,,,,,,,face,UBERON_0001456,89545001,,,,,,,,,,,,
11395,CV24,located_near,,,,,,,,,,,mentolabial sulcus,,45114004,,,,,,,,,,,,
11396,GB1,located_near,,,,,,,,,,,head,UBERON_0000033,69536005,,,,,,,,,,,,
11397,GB1,located_near,,,,,,,,,,,eye,UBERON_0000970,81745001,,,,,,,,,,,,
11398,GB2,located_near,,,,,,,,,,,face,UBERON_0001456,89545001,,,,,,,,,,,,
11399,GB2,located_near,,,,,,,,,,,intertragic notch,,,,,,,,,,,,,,
11400,GB2,located_near,,,,,,,,,,,mandible,UBERON_0001684,91609006,,,,,,,,,,,,
11401,GB3,located_near,,,,,,,,,,,head,UBERON_0000033,69536005,,,,,,,,,,,,
11402,GB3,located_near,,,,,,,,,,,zygomatic arch,UBERON_0002500,51204001,,,,,,,,,,,,
11403,GB4,located_near,,,,,,,,,,,head,UBERON_0000033,69536005,,,,,,,,,,,,
11404,GB5,located_near,,,,,,,,,,,head,UBERON_0000033,69536005,,,,,,,,,,,,
11405,GB6,located_near,,,,,,,,,,,head,UBERON_0000033,69536005,,,,,,,,,,,,
11406,GB7,located_near,,,,,,,,,,,head,UBERON_0000033,69536005,,,,,,,,,,,,
11407,GB7,located_near,,,,,,,,,,,temple hairline,,,,,,,,,,,,,,
11408,GB7,located_near,,,,,,,,,,,auricle,,113327001,,,,,,,,,,,,
11409,GB8,located_near,,,,,,,,,,,head,UBERON_0000033,69536005,,,,,,,,,,,,
11410,GB8,located_near,,,,,,,,,,,auricular apex,,,,,,,,,,,,,,
11411,GB8,located_near,,,,,,,,,,,temporal hairline,,,,,,,,,,,,,,
11412,GB9,located_near,,,,,,,,,,,head,UBERON_0000033,69536005,,,,,,,,,,,,
11413,GB9,located_near,,,,,,,,,,,auricular root,,,,,,,,,,,,,,
11414,GB9,located_near,,,,,,,,,,,hairline,UBERON_0004104,,,,,,,,,,,,,
11415,GB10,located_near,,,,,,,,,,,head,UBERON_0000033,69536005,,,,,,,,,,,,
11416,GB10,located_near,,,,,,,,,,,mastoid process,,,,,,,,,,,,,,
11417,GB11,located_near,,,,,,,,,,,head,UBERON_0000033,69536005,,,,,,,,,,,,
11418,GB11,located_near,,,,,,,,,,,mastoid process,,,,,,,,,,,,,,
11419,GB12,located_near,,,,,,,,,,,neck,UBERON_0000974,45048000,,,,,,,,,,,,
11420,GB12,located_near,,,,,,,,,,,mastoid process,,,,,,,,,,,,,,
11421,GB13,located_near,,,,,,,,,,,head,UBERON_0000033,69536005,,,,,,,,,,,,
11422,GB13,located_near,,,,,,,,,,,anterior hairline,,,,,,,,,,,,,,
11423,GB13,located_near,,,,,,,,,,,anterior median line,,,,,,,,,,,,,,
11424,GB14,located_near,,,,,,,,,,,head,UBERON_0000033,69536005,,,,,,,,,,,,
11425,GB14,located_near,,,,,,,,,,,eyebrow,UBERON_0010163,84238004,,,,,,,,,,,,
11426,GB14,located_near,,,,,,,,,,,pupil,UBERON_0001771,35146001,,,,,,,,,,,,
11427,GB15,located_near,,,,,,,,,,,head,UBERON_0000033,69536005,,,,,,,,,,,,
11428,GB15,located_near,,,,,,,,,,,anterior hairline,,,,,,,,,,,,,,
11429,GB15,located_near,,,,,,,,,,,pupil,UBERON_0001771,35146001,,,,,,,,,,,,
11430,GB16,located_near,,,,,,,,,,,head,UBERON_0000033,69536005,,,,,,,,,,,,
11431,GB16,located_near,,,,,,,,,,,anterior hairline,,,,,,,,,,,,,,
11432,GB16,located_near,,,,,,,,,,,pupil,UBERON_0001771,35146001,,,,,,,,,,,,
11433,GB17,located_near,,,,,,,,,,,head,UBERON_0000033,69536005,,,,,,,,,,,,
11434,GB17,located_near,,,,,,,,,,,anterior hairline,,,,,,,,,,,,,,
11435,GB17,located_near,,,,,,,,,,,pupil,UBERON_0001771,35146001,,,,,,,,,,,,
11436,GB18,located_near,,,,,,,,,,,head,UBERON_0000033,69536005,,,,,,,,,,,,
11437,GB18,located_near,,,,,,,,,,,anterior hairline,,,,,,,,,,,,,,
11438,GB18,located_near,,,,,,,,,,,pupil,UBERON_0001771,35146001,,,,,,,,,,,,
11439,GB19,located_near,,,,,,,,,,,head,UBERON_0000033,69536005,,,,,,,,,,,,
11440,GB19,located_near,,,,,,,,,,,external occipital protuberance,UBERON_0013469,61918000,,,,,,,,,,,,
11441,GB20,located_near,,,,,,,,,,,neck,UBERON_0000974,45048000,,,,,,,,,,,,
11442,GB20,located_near,,,,,,,,,,,occipital bone,UBERON_0001676,31640002,,,,,,,,,,,,
11443,GB20,located_near,,,,,,,,,,,sternocleidomastoid,UBERON_0001128,181741009,,,,,,,,,,,,
11444,GB20,located_near,,,,,,,,,,,trapezius muscles,,,,,,,,,,,,,,
11445,GB21,located_near,,,,,,,,,,,neck,UBERON_0000974,45048000,,,,,,,,,,,,
11446,GB21,located_near,,,,,,,,,,,seventh cervical vertebra (C7),,,,,,,,,,,,,,
11447,GB21,located_near,,,,,,,,,,,acromion,UBERON_0002497,31934006,,,,,,,,,,,,
11448,GB22,located_near,,,,,,,,,,,lateral thoracic region,,,,,,,,,,,,,,
11449,GB22,located_near,,,,,,,,,,,fourth intercostal space,,117136008,,,,,,,,,,,,
11450,GB22,located_near,,,,,,,,,,,midaxillary line,,260515002,,,,,,,,,,,,
11451,GB23,located_near,,,,,,,,,,,lateral thoracic region,,,,,,,,,,,,,,
11452,GB23,located_near,,,,,,,,,,,fourth intercostal space,,117136008,,,,,,,,,,,,
11453,GB23,located_near,,,,,,,,,,,midaxillary line,,260515002,,,,,,,,,,,,
11454,GB24,located_near,,,,,,,,,,,anterior thoracic region,,,,,,,,,,,,,,
11455,GB24,located_near,,,,,,,,,,,seventh intercostal space,,117139001,,,,,,,,,,,,
11456,GB24,located_near,,,,,,,,,,,anterior median line,,,,,,,,,,,,,,
11457,GB24,located_near,,,,,,,,,,,nipple,UBERON_0002030,265780004,,,,,,,,,,,,
11458,GB24,located_near,,,,,,,,,,,midclavicular line,,279013009,,,,,,,,,,,,
11459,GB25,located_near,,,,,,,,,,,lateral abdomen,,,,,,,,,,,,,,
11460,GB25,located_near,,,,,,,,,,,12th rib,,,,,,,,,,,,,,
11461,GB25,located_near,,,,,,,,,,,costal arch,UBERON_0002225,24256007,,,,,,,,,,,,
11462,GB25,located_near,,,,,,,,,,,posterior axillary line,,45903001,,,,,,,,,,,,
11463,GB26,located_near,,,,,,,,,,,lateral abdomen,,,,,,,,,,,,,,
11464,GB26,located_near,,,,,,,,,,,11th rib,,,,,,,,,,,,,,
11465,GB26,located_near,,,,,,,,,,,tenth rib,,77644006,,,,,,,,,,,,
11466,GB26,located_near,,,,,,,,,,,costal arch,UBERON_0002225,24256007,,,,,,,,,,,,
11467,GB27,located_near,,,,,,,,,,,lower abdomen,,27033000,,,,,,,,,,,,
11468,GB27,located_near,,,,,,,,,,,umbilicus,UBERON_0007118,78220002,,,,,,,,,,,,
11469,GB27,located_near,,,,,,,,,,,anterior superior iliac spine,UBERON_0013708,39583001,,,,,,,,,,,,
11470,GB28,located_near,,,,,,,,,,,lower abdomen,,27033000,,,,,,,,,,,,
11471,GB28,located_near,,,,,,,,,,,anterior superior iliac spine,UBERON_0013708,39583001,,,,,,,,,,,,
11472,GB29,located_near,,,,,,,,,,,buttock region,,,,,,,,,,,,,,
11473,GB29,located_near,,,,,,,,,,,anterior superior iliac spine,UBERON_0013708,39583001,,,,,,,,,,,,
11474,GB29,located_near,,,,,,,,,,,greater trochanter,UBERON_0002503,30547004,,,,,,,,,,,,
11475,GB30,located_near,,,,,,,,,,,buttock region,,,,,,,,,,,,,,
11476,GB30,located_near,,,,,,,,,,,greater trochanter,UBERON_0002503,30547004,,,,,,,,,,,,
11477,GB30,located_near,,,,,,,,,,,sacral hiatus,,,,,,,,,,,,,,
11478,GB30,located_near,,,,,,,,,,,thigh,,68367000,,,,,,,,,,,,
11479,GB30,located_near,,,,,,,,,,,anterior superior iliac spine,UBERON_0013708,39583001,,,,,,,,,,,,
11480,GB31,located_near,,,,,,,,,,,thigh,,68367000,,,,,,,,,,,,
11481,GB31,located_near,,,,,,,,,,,iliotibial band,,,,,,,,,,,,,,
11482,GB31,located_near,,,,,,,,,,,middle finger,,65531009,,,,,,,,,,,,
11483,GB32,located_near,,,,,,,,,,,thigh,,68367000,,,,,,,,,,,,
11484,GB32,located_near,,,,,,,,,,,iliotibial band,,,,,,,,,,,,,,
11485,GB32,located_near,,,,,,,,,,,popliteal crease,,,,,,,,,,,,,,
11486,GB33,located_near,,,,,,,,,,,knee,UBERON_0001465,72696002,,,,,,,,,,,,
11487,GB33,located_near,,,,,,,,,,,biceps femoris tendon,,,,,,,,,,,,,,
11488,GB33,located_near,,,,,,,,,,,iliotibial band,,,,,,,,,,,,,,
11489,GB33,located_near,,,,,,,,,,,femur,UBERON_0000981,71341001,,,,,,,,,,,,
11490,GB34,located_near,,,,,,,,,,,leg,UBERON_0000978,30021000,,,,,,,,,,,,
11491,GB34,located_near,,,,,,,,,,,fibula,UBERON_0001446,87342007,,,,,,,,,,,,
11492,GB35,located_near,,,,,,,,,,,leg,UBERON_0000978,30021000,,,,,,,,,,,,
11493,GB35,located_near,,,,,,,,,,,fibula,UBERON_0001446,87342007,,,,,,,,,,,,
11494,GB35,located_near,,,,,,,,,,,lateral malleolus,,113225006,,,,,,,,,,,,
11495,GB35,located_near,,,,,,,,,,,popliteal crease,,,,,,,,,,,,,,
11496,GB36,located_near,,,,,,,,,,,leg,UBERON_0000978,30021000,,,,,,,,,,,,
11497,GB36,located_near,,,,,,,,,,,fibula,UBERON_0001446,87342007,,,,,,,,,,,,
11498,GB36,located_near,,,,,,,,,,,lateral malleolus,,113225006,,,,,,,,,,,,
11499,GB36,located_near,,,,,,,,,,,popliteal crease,,,,,,,,,,,,,,
11500,GB37,located_near,,,,,,,,,,,leg,UBERON_0000978,30021000,,,,,,,,,,,,
11501,GB37,located_near,,,,,,,,,,,fibula,UBERON_0001446,87342007,,,,,,,,,,,,
11502,GB37,located_near,,,,,,,,,,,lateral malleolus,,113225006,,,,,,,,,,,,
11503,GB38,located_near,,,,,,,,,,,leg,UBERON_0000978,30021000,,,,,,,,,,,,
11504,GB38,located_near,,,,,,,,,,,fibula,UBERON_0001446,87342007,,,,,,,,,,,,
11505,GB38,located_near,,,,,,,,,,,lateral malleolus,,113225006,,,,,,,,,,,,
11506,GB39,located_near,,,,,,,,,,,leg,UBERON_0000978,30021000,,,,,,,,,,,,
11507,GB39,located_near,,,,,,,,,,,fibula,UBERON_0001446,87342007,,,,,,,,,,,,
11508,GB39,located_near,,,,,,,,,,,lateral malleolus,,113225006,,,,,,,,,,,,
11509,GB40,located_near,,,,,,,,,,,ankle,,344001,,,,,,,,,,,,
11510,GB40,located_near,,,,,,,,,,,extensor digitorum longus tendon,,,,,,,,,,,,,,
11511,GB40,located_near,,,,,,,,,,,lateral malleolus,,113225006,,,,,,,,,,,,
11512,GB40,located_near,,,,,,,,,,,second to fifth toes,,,,,,,,,,,,,,
11513,GB41,located_near,,,,,,,,,,,foot,,56459004,,,,,,,,,,,,
11514,GB41,located_near,,,,,,,,,,,fourth and fifth metatarsal bones,,,,,,,,,,,,,,
11515,GB41,located_near,,,,,,,,,,,fifth extensor digitorum longus tendon,,,,,,,,,,,,,,
11516,GB42,located_near,,,,,,,,,,,foot,,56459004,,,,,,,,,,,,
11517,GB42,located_near,,,,,,,,,,,fourth and fifth metatarsal bones,,,,,,,,,,,,,,
11518,GB42,located_near,,,,,,,,,,,fourth metatarsophalangeal joint,,45230000,,,,,,,,,,,,
11519,GB43,located_near,,,,,,,,,,,foot,,56459004,,,,,,,,,,,,
11520,GB43,located_near,,,,,,,,,,,fourth and fifth toes,,,,,,,,,,,,,,
11521,GB43,located_near,,,,,,,,,,,red and white flesh,,,,,,,,,,,,,,
11522,GB44,located_near,,,,,,,,,,,fourth toe,,80349001,,,,,,,,,,,,
11523,GB44,located_near,,,,,,,,,,,distal phalanx,UBERON_0004300,299711006,,,,,,,,,,,,
11524,GB44,located_near,,,,,,,,,,,toenail,,76578001,,,,,,,,,,,,
11525,GB44,located_near,,,,,,,,,,,nail,UBERON_0001705,72651009,,,,,,,,,,,,
11526,GB44,located_near,,,,,,,,,,,fourth toenail,,,,,,,,,,,,,,
11527,GV1,located_near,,,,,,,,,,,perineal region,,,,,,,,,,,,,,
11528,GV1,located_near,,,,,,,,,,,coccyx,UBERON_0001350,64688005,,,,,,,,,,,,
11529,GV1,located_near,,,,,,,,,,,anus,UBERON_0001245,53505006,,,,,,,,,,,,
11530,GV2,located_near,,,,,,,,,,,sacral region,UBERON_0005473,46452000,,,,,,,,,,,,
11531,GV2,located_near,,,,,,,,,,,sacral hiatus,,,,,,,,,,,,,,
11532,GV2,located_near,,,,,,,,,,,posterior median line,,,,,,,,,,,,,,
11533,GV3,located_near,,,,,,,,,,,lumbar region,,52612000,,,,,,,,,,,,
11534,GV3,located_near,,,,,,,,,,,fourth lumbar vertebra (L4),,,,,,,,,,,,,,
11535,GV3,located_near,,,,,,,,,,,posterior median line,,,,,,,,,,,,,,
11536,GV3,located_near,,,,,,,,,,,iliac crests,,,,,,,,,,,,,,
11537,GV3,located_near,,,,,,,,,,,both iliac crests,,,,,,,,,,,,,,
11538,GV4,located_near,,,,,,,,,,,lumbar region,,52612000,,,,,,,,,,,,
11539,GV4,located_near,,,,,,,,,,,second lumbar vertebra (L2),,,,,,,,,,,,,,
11540,GV4,located_near,,,,,,,,,,,posterior median line,,,,,,,,,,,,,,
11541,GV5,located_near,,,,,,,,,,,lumbar region,,52612000,,,,,,,,,,,,
11542,GV5,located_near,,,,,,,,,,,first lumbar vertebra (L1),,,,,,,,,,,,,,
11543,GV5,located_near,,,,,,,,,,,posterior median line,,,,,,,,,,,,,,
11544,GV6,located_near,,,,,,,,,,,upper back region,,,,,,,,,,,,,,
11545,GV6,located_near,,,,,,,,,,,11th thoracic vertebra (T11),,,,,,,,,,,,,,
11546,GV6,located_near,,,,,,,,,,,posterior median line,,,,,,,,,,,,,,
11547,GV7,located_near,,,,,,,,,,,upper back region,,,,,,,,,,,,,,
11548,GV7,located_near,,,,,,,,,,,tenth thoracic vertebra (T10),,,,,,,,,,,,,,
11549,GV7,located_near,,,,,,,,,,,posterior median line,,,,,,,,,,,,,,
11550,GV8,located_near,,,,,,,,,,,upper back region,,,,,,,,,,,,,,
11551,GV8,located_near,,,,,,,,,,,ninth thoracic vertebra (T9),,,,,,,,,,,,,,
11552,GV8,located_near,,,,,,,,,,,posterior median line,,,,,,,,,,,,,,
11553,GV9,located_near,,,,,,,,,,,upper back region,,,,,,,,,,,,,,
11554,GV9,located_near,,,,,,,,,,,seventh thoracic vertebra (T7),,,,,,,,,,,,,,
11555,GV9,located_near,,,,,,,,,,,posterior median line,,,,,,,,,,,,,,
11556,GV10,located_near,,,,,,,,,,,upper back region,,,,,,,,,,,,,,
11557,GV10,located_near,,,,,,,,,,,posterior median line,,,,,,,,,,,,,,
11558,GV11,located_near,,,,,,,,,,,upper back region,,,,,,,,,,,,,,
11559,GV11,located_near,,,,,,,,,,,posterior median line,,,,,,,,,,,,,,
11560,GV12,located_near,,,,,,,,,,,upper back region,,,,,,,,,,,,,,
11561,GV12,located_near,,,,,,,,,,,posterior median line,,,,,,,,,,,,,,
11562,GV13,located_near,,,,,,,,,,,upper back region,,,,,,,,,,,,,,
11563,GV13,located_near,,,,,,,,,,,posterior median line,,,,,,,,,,,,,,
11564,GV13,located_near,,,,,,,,,,,first thoracic vertebra (T1),,,,,,,,,,,,,,
11565,GV14,located_near,,,,,,,,,,,neck,UBERON_0000974,45048000,,,,,,,,,,,,
11566,GV14,located_near,,,,,,,,,,,seventh cervical vertebra (C7),,,,,,,,,,,,,,
11567,GV14,located_near,,,,,,,,,,,posterior median line,,,,,,,,,,,,,,
11568,GV15,located_near,,,,,,,,,,,neck,UBERON_0000974,45048000,,,,,,,,,,,,
11569,GV15,located_near,,,,,,,,,,,posterior median line,,,,,,,,,,,,,,
11570,GV16,located_near,,,,,,,,,,,neck,UBERON_0000974,45048000,,,,,,,,,,,,
11571,GV16,located_near,,,,,,,,,,,external occipital protuberance,UBERON_0013469,61918000,,,,,,,,,,,,
11572,GV16,located_near,,,,,,,,,,,trapezius muscles,,,,,,,,,,,,,,
11573,gV16,located_near,,,,,,,,,,,occipital bone,UBERON_0001676,31640002,,,,,,,,,,,,
11574,gV16,located_near,,,,,,,,,,,posterior hairline,,,,,,,,,,,,,,
11575,GV17,located_near,,,,,,,,,,,head,UBERON_0000033,69536005,,,,,,,,,,,,
11576,GV17,located_near,,,,,,,,,,,external occipital protuberance,UBERON_0013469,61918000,,,,,,,,,,,,
11577,GV17,located_near,,,,,,,,,,,posterior median line,,,,,,,,,,,,,,
11578,GV18,located_near,,,,,,,,,,,head,UBERON_0000033,69536005,,,,,,,,,,,,
11579,GV18,located_near,,,,,,,,,,,posterior hairline,,,,,,,,,,,,,,
11580,GV19,located_near,,,,,,,,,,,head,UBERON_0000033,69536005,,,,,,,,,,,,
11581,GV19,located_near,,,,,,,,,,,posterior hairline,,,,,,,,,,,,,,
11582,GV19,located_near,,,,,,,,,,,posterior median line,,,,,,,,,,,,,,
11583,GV20,located_near,,,,,,,,,,,head,UBERON_0000033,69536005,,,,,,,,,,,,
11584,GV20,located_near,,,,,,,,,,,anterior hairline,,,,,,,,,,,,,,
11585,GV20,located_near,,,,,,,,,,,anterior median line,,,,,,,,,,,,,,
11586,GV20,located_near,,,,,,,,,,,posterior hairline,,,,,,,,,,,,,,
11587,GV20,located_near,,,,,,,,,,,auricular apices,,,,,,,,,,,,,,
11588,GV21,located_near,,,,,,,,,,,head,UBERON_0000033,69536005,,,,,,,,,,,,
11589,GV21,located_near,,,,,,,,,,,anterior hairline,,,,,,,,,,,,,,
11590,GV21,located_near,,,,,,,,,,,anterior median line,,,,,,,,,,,,,,
11591,GV22,located_near,,,,,,,,,,,head,UBERON_0000033,69536005,,,,,,,,,,,,
11592,GV22,located_near,,,,,,,,,,,anterior median line,,,,,,,,,,,,,,
11593,GV23,located_near,,,,,,,,,,,head,UBERON_0000033,69536005,,,,,,,,,,,,
11594,GV23,located_near,,,,,,,,,,,anterior hairline,,,,,,,,,,,,,,
11595,GV23,located_near,,,,,,,,,,,anterior median line,,,,,,,,,,,,,,
11596,GV24,located_near,,,,,,,,,,,head,UBERON_0000033,69536005,,,,,,,,,,,,
11597,GV24,located_near,,,,,,,,,,,anterior hairline,,,,,,,,,,,,,,
11598,GV24,located_near,,,,,,,,,,,anterior median line,,,,,,,,,,,,,,
11599,GV 24,located_near,,,,,,,,,,,eyebrows,,,,,,,,,,,,,,
11600,GV25,located_near,,,,,,,,,,,face,UBERON_0001456,89545001,,,,,,,,,,,,
11601,GV25,located_near,,,,,,,,,,,nose,UBERON_0000004,45206002,,,,,,,,,,,,
11602,GV26,located_near,,,,,,,,,,,philtrum midline,,,,,,,,,,,,,,
11603,GV27,located_near,,,,,,,,,,,face,UBERON_0001456,89545001,,,,,,,,,,,,
11604,GV27,located_near,,,,,,,,,,,upper lip,UBERON_0001834,11681001,,,,,,,,,,,,
11605,GV28,located_near,,,,,,,,,,,face,UBERON_0001456,89545001,,,,,,,,,,,,
11606,GV28,located_near,,,,,,,,,,,upper lip,UBERON_0001834,11681001,,,,,,,,,,,,
11607,GV28,located_near,,,,,,,,,,,upper gum,,23114008,,,,,,,,,,,,
11608,gV28,located_near,,,,,,,,,,,upper lip,UBERON_0001834,11681001,,,,,,,,,,,,
11609,gV28,located_near,,,,,,,,,,,upper gum,,23114008,,,,,,,,,,,,
11610,HT1,located_near,,,,,,,,,,,axilla,UBERON_0009472,34797008,,,,,,,,,,,,
11611,HT1,located_near,,,,,,,,,,,axillary fossa,,34797008,,,,,,,,,,,,
11612,HT1,located_near,,,,,,,,,,,axillary artery,UBERON_0001394,67937003,,,,,,,,,,,,
11613,HT2,located_near,,,,,,,,,,,arm,UBERON_0001460,40983000,,,,,,,,,,,,
11614,HT2,located_near,,,,,,,,,,,biceps brachii muscle,,16225001,,,,,,,,,,,,
11615,HT2,located_near,,,,,,,,,,,cubital crease,,,,,,,,,,,,,,
11616,HT3,located_near,,,,,,,,,,,elbow,UBERON_0001461,76248009,,,,,,,,,,,,
11617,HT3,located_near,,,,,,,,,,,humerus,UBERON_0004250,85050009,,,,,,,,,,,,
11618,HT3,located_near,,,,,,,,,,,cubital crease,,,,,,,,,,,,,,
11619,HT4,located_near,,,,,,,,,,,forearm,,14975008,,,,,,,,,,,,
11620,HT4,located_near,,,,,,,,,,,flexor carpi ulnaris tendon,,,,,,,,,,,,,,
11621,HT4,located_near,,,,,,,,,,,palmar wrist crease,,,,,,,,,,,,,,
11622,HT5,located_near,,,,,,,,,,,forearm,,14975008,,,,,,,,,,,,
11623,HT5,located_near,,,,,,,,,,,flexor carpi ulnaris tendon,,,,,,,,,,,,,,
11624,HT5,located_near,,,,,,,,,,,palmar wrist crease,,,,,,,,,,,,,,
11625,HT 4,located_near,,,,,,,,,,,ulna,UBERON_0001424,23416004,,,,,,,,,,,,
11626,HT 5,located_near,,,,,,,,,,,ulna,UBERON_0001424,23416004,,,,,,,,,,,,
11627,Ht 6,located_near,,,,,,,,,,,ulna,UBERON_0001424,23416004,,,,,,,,,,,,
11628,HT6,located_near,,,,,,,,,,,forearm,,14975008,,,,,,,,,,,,
11629,HT6,located_near,,,,,,,,,,,flexor carpi ulnaris tendon,,,,,,,,,,,,,,
11630,HT6,located_near,,,,,,,,,,,palmar wrist crease,,,,,,,,,,,,,,
11631,HT7,located_near,,,,,,,,,,,wrist,,8205005,,,,,,,,,,,,
11632,HT7,located_near,,,,,,,,,,,flexor carpi ulnaris tendon,,,,,,,,,,,,,,
11633,HT7,located_near,,,,,,,,,,,palmar wrist crease,,,,,,,,,,,,,,
11634,HT8,located_near,,,,,,,,,,,hand,,85562004,,,,,,,,,,,,
11635,HT8,located_near,,,,,,,,,,,fourth and fifth metacarpal bones,,,,,,,,,,,,,,
11636,HT8,located_near,,,,,,,,,,,fifth metacarpophalangeal joint,,,,,,,,,,,,,,
11637,HT9,located_near,,,,,,,,,,,little finger,,12406000,,,,,,,,,,,,
11638,HT9,located_near,,,,,,,,,,,distal phalanx,UBERON_0004300,299711006,,,,,,,,,,,,
11639,HT9,located_near,,,,,,,,,,,little fingernail,,,,,,,,,,,,,,
11640,HT9,located_near,,,,,,,,,,,nail,UBERON_0001705,72651009,,,,,,,,,,,,
11641,KI1,located_near,,,,,,,,,,,foot,,56459004,,,,,,,,,,,,
11642,KI1,located_near,,,,,,,,,,,toes,,,,,,,,,,,,,,
11643,KI1,located_near,,,,,,,,,,,heel,UBERON_0015875,76853006,,,,,,,,,,,,
11644,KI1,located_near,,,,,,,,,,,second and third toes,,,,,,,,,,,,,,
11645,KI2,located_near,,,,,,,,,,,foot,,56459004,,,,,,,,,,,,
11646,KI2,located_near,,,,,,,,,,,navicular bone,,,,,,,,,,,,,,
11647,KI2,located_near,,,,,,,,,,,red and white flesh,,,,,,,,,,,,,,
11648,KI3,located_near,,,,,,,,,,,ankle,,344001,,,,,,,,,,,,
11649,KI3,located_near,,,,,,,,,,,medial malleolus,,6417001,,,,,,,,,,,,
11650,KI3,located_near,,,,,,,,,,,calcaneal tendon,UBERON_0003701,,,,,,,,,,,,,
11651,KI4,located_near,,,,,,,,,,,foot,,56459004,,,,,,,,,,,,
11652,KI4,located_near,,,,,,,,,,,medial malleolus,,6417001,,,,,,,,,,,,
11653,KI4,located_near,,,,,,,,,,,calcaneus,UBERON_0001450,80144004,,,,,,,,,,,,
11654,KI4,located_near,,,,,,,,,,,calcaneal tendon,UBERON_0003701,,,,,,,,,,,,,
11655,KI5,located_near,,,,,,,,,,,foot,,56459004,,,,,,,,,,,,
11656,KI5,located_near,,,,,,,,,,,calcaneal tuberosity,,,,,,,,,,,,,,
11657,KI6,located_near,,,,,,,,,,,foot,,56459004,,,,,,,,,,,,
11658,KI6,located_near,,,,,,,,,,,medial malleolus,,6417001,,,,,,,,,,,,
11659,KI7,located_near,,,,,,,,,,,leg,UBERON_0000978,30021000,,,,,,,,,,,,
11660,KI7,located_near,,,,,,,,,,,calcaneal tendon,UBERON_0003701,,,,,,,,,,,,,
11661,KI7,located_near,,,,,,,,,,,medial malleolus,,6417001,,,,,,,,,,,,
11662,KI8,located_near,,,,,,,,,,,leg,UBERON_0000978,30021000,,,,,,,,,,,,
11663,KI8,located_near,,,,,,,,,,,tibial bone,,,,,,,,,,,,,,
11664,KI8,located_near,,,,,,,,,,,medial malleolus,,6417001,,,,,,,,,,,,
11665,KI9,located_near,,,,,,,,,,,leg,UBERON_0000978,30021000,,,,,,,,,,,,
11666,KI9,located_near,,,,,,,,,,,soleus muscle,UBERON_0001389,78376008,,,,,,,,,,,,
11667,KI9,located_near,,,,,,,,,,,calcaneal tendon,UBERON_0003701,,,,,,,,,,,,,
11668,KI9,located_near,,,,,,,,,,,medial malleolus,,6417001,,,,,,,,,,,,
11669,KI10,located_near,,,,,,,,,,,knee,UBERON_0001465,72696002,,,,,,,,,,,,
11670,KI10,located_near,,,,,,,,,,,semitendinosus tendon,UBERON_8480009,128510008,,,,,,,,,,,,
11671,KI10,located_near,,,,,,,,,,,popliteal crease,,,,,,,,,,,,,,
