MeSH ID,MeSH Term
D010547,Persistent Fetal Circulation Syndrome
D010612,Pharyngitis
D016726,"Plasma Cell Granuloma, Pulmonary"
D010995,Pleural Diseases
D010996,Pleural Effusion
D016066,"Pleural Effusion, Malignant"
D010997,Pleural Neoplasms
D010998,Pleurisy
D011001,Pleuropneumonia
D011009,Pneumoconiosis
D011014,Pneumonia
D011015,"Pneumonia, Aspiration"
D018410,"Pneumonia, Bacterial"
D011019,"Pneumonia, Mycoplasma"
D000071067,"Pneumonia, Necrotizing"
D011018,"Pneumonia, Pneumococcal"
D011020,"Pneumonia, Pneumocystis"
D011023,"Pneumonia, Staphylococcal"
D053717,"Pneumonia, Ventilator-Associated"
D011024,"Pneumonia, Viral"
D011030,Pneumothorax
D018467,"Positive-Pressure Respiration, Intrinsic"
D011649,Pulmonary Alveolar Proteinosis
D000081029,Pulmonary Arterial Hypertension
D055732,Pulmonary Aspergillosis
D001261,Pulmonary Atelectasis
D029424,"Pulmonary Disease, Chronic Obstructive"
D011654,Pulmonary Edema
D011655,Pulmonary Embolism
D011656,Pulmonary Emphysema
D011657,Pulmonary Eosinophilia
D011658,Pulmonary Fibrosis
D054060,Pulmonary Infarction
D011668,Pulmonary Veno-Occlusive Disease
D017564,Radiation Pneumonitis
D061226,Recurrent Laryngeal Nerve Injuries
D012120,Respiration Disorders
D053120,Respiratory Aspiration
D063466,Respiratory Aspiration of Gastric Contents
D012128,Respiratory Distress Syndrome
D012127,"Respiratory Distress Syndrome, Newborn"
D012130,Respiratory Hypersensitivity
D012131,Respiratory Insufficiency
D012133,Respiratory Paralysis
D015619,Respiratory System Abnormalities
D012140,Respiratory Tract Diseases
D016156,Respiratory Tract Fistula
D012141,Respiratory Tract Infections
D012142,Respiratory Tract Neoplasms
D017703,Retropharyngeal Abscess
D012220,Rhinitis
D065631,"Rhinitis, Allergic"
D012221,"Rhinitis, Allergic, Perennial"
D006255,"Rhinitis, Allergic, Seasonal"
D012222,"Rhinitis, Atrophic"
D012223,"Rhinitis, Vasomotor"
D012226,Rhinoscleroma
D058088,Sarcoglycanopathies
D017565,"Sarcoidosis, Pulmonary"
D012587,Scimitar Syndrome
D045169,Severe Acute Respiratory Syndrome
D012806,Siderosis
D012829,Silicosis
D012852,Sinusitis
D012891,Sleep Apnea Syndromes
D020182,"Sleep Apnea, Central"
D020181,"Sleep Apnea, Obstructive"
D055752,Small Cell Lung Carcinoma
D003074,Solitary Pulmonary Nodule
D015524,Sphenoid Sinusitis
D013224,Status Asthmaticus
D059246,Tachypnea
D013896,Thoracic Diseases
D014069,Tonsillitis
D014133,Tracheal Diseases
D014134,Tracheal Neoplasms
D014135,Tracheal Stenosis
D014136,Tracheitis
D055089,Tracheobronchomalacia
D014137,Tracheobronchomegaly
D014138,Tracheoesophageal Fistula
D055090,Tracheomalacia
D000073617,Transfusion-Related Acute Lung Injury
D059245,Transient Tachypnea of the Newborn
D014396,"Tuberculosis, Pleural"
D014397,"Tuberculosis, Pulmonary"
D055397,Ventilator-Induced Lung Injury
D064706,Vocal Cord Dysfunction
D014826,Vocal Cord Paralysis
D014832,Voice Disorders
D014917,Whooping Cough
D000142,"Acidosis, Respiratory"
D056586,Acute Chest Syndrome
D055371,Acute Lung Injury
D000402,Airway Obstruction
D000472,"Alkalosis, Respiratory"
,Alpha 1-Antitrypsin Deficiency
D000532,Altitude Sickness
D000542,"Alveolitis, Extrinsic Allergic"
D055008,Anthracosis
D019867,Anti-Glomerular Basement Membrane Disease
D001044,Aphonia
D001049,Apnea
D001195,Asbestosis
D001229,"Aspergillosis, Allergic Bronchopulmonary"
D001249,Asthma
D055963,"Asthma, Aspirin-Induced"
D001250,"Asthma, Exercise-Induced"
D059366,"Asthma, Occupational"
D000080445,Asthma-Chronic Obstructive Pulmonary Disease Overlap Syndrome
D001607,Berylliosis
D001716,Bird Fancier's Lung
D001759,Blastomycosis
D057768,"Brief, Resolved, Unexplained Event"
D001982,Bronchial Diseases
D001983,Bronchial Fistula
D016535,Bronchial Hyperreactivity
D001984,Bronchial Neoplasms
D001986,Bronchial Spasm
D001987,Bronchiectasis
D001988,Bronchiolitis
D001989,Bronchiolitis Obliterans
D001990,"Bronchiolitis, Viral"
D001991,Bronchitis
D029481,"Bronchitis, Chronic"
D055091,Bronchomalacia
D001996,Bronchopneumonia
D001997,Bronchopulmonary Dysplasia
D002283,"Carcinoma, Bronchogenic"
D002289,"Carcinoma, Non-Small-Cell Lung"
D002639,Cheyne-Stokes Respiration
D061387,Chlamydial Pneumonia
D002754,Choanal Atresia
D002916,Chylothorax
D002925,Ciliary Motility Disorders
D003139,Common Cold
D003371,Cough
D000086382,COVID-19
D003440,Croup
D018549,Cryptogenic Organizing Pneumonia
D015615,"Cystic Adenomatoid Malformation of Lung, Congenital"
D003550,Cystic Fibrosis
D055154,Dysphonia
D004417,Dyspnea
D004418,"Dyspnea, Paroxysmal"
D004445,"Echinococcosis, Pulmonary"
D016724,"Empyema, Pleural"
D004826,Epiglottitis
D004844,Epistaxis
D015521,Ethmoid Sinusitis
D065627,Familial Primary Pulmonary Hypertension
D015522,Frontal Sinusitis
D006102,"Granuloma, Laryngeal"
D014890,Granulomatosis with Polyangiitis
D000080203,Hamman-Rich Syndrome
D018804,Hantavirus Pulmonary Syndrome
D000077299,Healthcare-Associated Pneumonia
D006468,Hemopneumothorax
D006469,Hemoptysis
D006491,Hemothorax
D020065,Hepatopulmonary Syndrome
D006646,"Histiocytosis, Langerhans-Cell"
D006685,Hoarseness
D006819,Hyaline Membrane Disease
D006872,Hydropneumothorax
D006876,Hydrothorax
D006976,"Hypertension, Pulmonary"
D006985,Hyperventilation
D007040,Hypoventilation
D054988,Idiopathic Interstitial Pneumonias
D054990,Idiopathic Pulmonary Fibrosis
D007251,"Influenza, Human"
D055744,Invasive Pulmonary Aspergillosis
D007619,Kartagener Syndrome
D007818,Laryngeal Diseases
D007819,Laryngeal Edema
D007822,Laryngeal Neoplasms
D061224,Laryngeal Nerve Injuries
D007826,Laryngismus
D007827,Laryngitis
D055092,Laryngomalacia
D057045,Laryngopharyngeal Reflux
D007829,Laryngostenosis
D007876,Legionellosis
D007877,Legionnaires' Disease
D008169,Lung Abscess
D008171,Lung Diseases
D008172,"Lung Diseases, Fungal"
D017563,"Lung Diseases, Interstitial"
D008173,"Lung Diseases, Obstructive"
D055370,Lung Injury
D008175,Lung Neoplasms
D019568,"Lung, Hyperlucent"
D008444,Maxillary Sinus Neoplasms
D015523,Maxillary Sinusitis
D008471,Meconium Aspiration Syndrome
D008477,Mediastinal Diseases
D008478,Mediastinal Emphysema
D008479,Mediastinal Neoplasms
D008480,Mediastinitis
D000086002,"Mesothelioma, Malignant"
D009058,Mouth Breathing
D055613,Multiple Pulmonary Nodules
D015508,Nasal Obstruction
D009298,Nasal Polyps
D061270,Nasal Septal Perforation
D009304,Nasopharyngitis
D009667,"Nose Deformities, Acquired"
D009668,Nose Diseases
D009669,Nose Neoplasms
D010845,Obesity Hypoventilation Syndrome
D010178,Pancoast Syndrome
D010254,Paranasal Sinus Diseases
D010255,Paranasal Sinus Neoplasms
D000039,Peritonsillar Abscess
D010547,Persistent Fetal Circulation Syndrome
D010612,Pharyngitis
D016726,"Plasma Cell Granuloma, Pulmonary"
D010995,Pleural Diseases
D010996,Pleural Effusion
D016066,"Pleural Effusion, Malignant"
D010997,Pleural Neoplasms
D010998,Pleurisy
D011001,Pleuropneumonia
D011009,Pneumoconiosis
D011014,Pneumonia
D011015,"Pneumonia, Aspiration"
D018410,"Pneumonia, Bacterial"
D011019,"Pneumonia, Mycoplasma"
D000071067,"Pneumonia, Necrotizing"
D011018,"Pneumonia, Pneumococcal"
D011020,"Pneumonia, Pneumocystis"
D011023,"Pneumonia, Staphylococcal"
D053717,"Pneumonia, Ventilator-Associated"
D011024,"Pneumonia, Viral"
D011030,Pneumothorax
D018467,"Positive-Pressure Respiration, Intrinsic"
D011649,Pulmonary Alveolar Proteinosis
D000081029,Pulmonary Arterial Hypertension
D055732,Pulmonary Aspergillosis
D001261,Pulmonary Atelectasis
D029424,"Pulmonary Disease, Chronic Obstructive"
D011654,Pulmonary Edema
D011655,Pulmonary Embolism
D011656,Pulmonary Emphysema
D011657,Pulmonary Eosinophilia
D011658,Pulmonary Fibrosis
D054060,Pulmonary Infarction
D011668,Pulmonary Veno-Occlusive Disease
D017564,Radiation Pneumonitis
D061226,Recurrent Laryngeal Nerve Injuries
D012120,Respiration Disorders
D053120,Respiratory Aspiration
D063466,Respiratory Aspiration of Gastric Contents
D012128,Respiratory Distress Syndrome
D012127,"Respiratory Distress Syndrome, Newborn"
D012130,Respiratory Hypersensitivity
D012131,Respiratory Insufficiency
D012133,Respiratory Paralysis
D015619,Respiratory System Abnormalities
D012140,Respiratory Tract Diseases
D016156,Respiratory Tract Fistula
D012141,Respiratory Tract Infections
D012142,Respiratory Tract Neoplasms
D017703,Retropharyngeal Abscess
D012220,Rhinitis
D065631,"Rhinitis, Allergic"
D012221,"Rhinitis, Allergic, Perennial"
D006255,"Rhinitis, Allergic, Seasonal"
D012222,"Rhinitis, Atrophic"
D012223,"Rhinitis, Vasomotor"
D012226,Rhinoscleroma
D058088,Sarcoglycanopathies
D017565,"Sarcoidosis, Pulmonary"
D012587,Scimitar Syndrome
D045169,Severe Acute Respiratory Syndrome
D012806,Siderosis
D012829,Silicosis
D012852,Sinusitis
D012891,Sleep Apnea Syndromes
D020182,"Sleep Apnea, Central"
D020181,"Sleep Apnea, Obstructive"
D055752,Small Cell Lung Carcinoma
D003074,Solitary Pulmonary Nodule
D015524,Sphenoid Sinusitis
D013224,Status Asthmaticus
D059246,Tachypnea
D013896,Thoracic Diseases
D014069,Tonsillitis
D014133,Tracheal Diseases
D014134,Tracheal Neoplasms
D014135,Tracheal Stenosis
D014136,Tracheitis
D055089,Tracheobronchomalacia
D014137,Tracheobronchomegaly
D014138,Tracheoesophageal Fistula
D055090,Tracheomalacia
D000073617,Transfusion-Related Acute Lung Injury
D059245,Transient Tachypnea of the Newborn
D014396,"Tuberculosis, Pleural"
D014397,"Tuberculosis, Pulmonary"
D055397,Ventilator-Induced Lung Injury
D064706,Vocal Cord Dysfunction
D014826,Vocal Cord Paralysis
D014832,Voice Disorders
D014917,Whooping Cough
D000052,Acanthosis Nigricans
D000069316,Acne Conglobata
D000153,Acne Keloid
D000152,Acne Vulgaris
D017486,Acneiform Eruptions
D000169,Acrodermatitis
D056150,Acute Generalized Exanthematous Pustulosis
D000274,Adiposis Dolorosa
D000417,Albinism
D016117,"Albinism, Ocular"
D016115,"Albinism, Oculocutaneous"
D000505,Alopecia
D000506,Alopecia Areata
D057088,Anetoderma
D000799,Angioedema
D054179,"Angioedemas, Hereditary"
D000796,Angiolymphoid Hyperplasia with Eosinophilia
D001171,"Arthritis, Juvenile"
D015535,"Arthritis, Psoriatic"
D001172,"Arthritis, Rheumatoid"
D001528,Behcet Syndrome
D001759,Blastomycosis
D001768,Blister
D000071960,Breast Carcinoma In Situ
D047688,Breast Cyst
D001941,Breast Diseases
D001943,Breast Neoplasms
D018567,"Breast Neoplasms, Male"
D055091,Bronchomalacia
D054312,Buruli Ulcer
D002145,Callosities
D002178,"Candidiasis, Chronic Mucocutaneous"
D002270,Carbuncle
D018270,"Carcinoma, Ductal, Breast"
D018275,"Carcinoma, Lobular"
D002357,Cartilage Diseases
D002481,Cellulitis
D002781,Cholesteatoma
D018424,"Cholesteatoma, Middle Ear"
D046789,Chondromalacia Patellae
D000080223,Chronic Urticaria
D003095,Collagen Diseases
D003218,Condylomata Acuminata
D003240,Connective Tissue Diseases
D046349,"Coproporphyria, Hereditary"
D017675,CREST Syndrome
D056587,Cryopyrin-Associated Periodic Syndromes
D017577,Cutaneous Fistula
D003483,Cutis Laxa
D063807,Dandruff
D007644,Darier Disease
D003872,Dermatitis
D003874,Dermatitis Herpetiformis
D017449,"Dermatitis, Allergic Contact"
D003876,"Dermatitis, Atopic"
D003877,"Dermatitis, Contact"
D003873,"Dermatitis, Exfoliative"
D017453,"Dermatitis, Irritant"
D009783,"Dermatitis, Occupational"
D019557,"Dermatitis, Perioral"
D017454,"Dermatitis, Photoallergic"
D017484,"Dermatitis, Phototoxic"
D012628,"Dermatitis, Seborrheic"
D003881,Dermatomycoses
D003882,Dermatomyositis
D017719,Diabetic Foot
D003963,Diaper Rash
D003875,Drug Eruptions
D063926,Drug Hypersensitivity Syndrome
D004387,Dupuytren Contracture
D019871,Dyskeratosis Congenita
D004476,Ectodermal Dysplasia
D053358,"Ectodermal Dysplasia 1, Anhidrotic"
D004485,Eczema
D011146,"Eczema, Dyshidrotic"
D004535,Ehlers-Danlos Syndrome
D004613,Ellis-Van Creveld Syndrome
D004819,Epidermodysplasia Verruciformis
D004820,Epidermolysis Bullosa
D016107,Epidermolysis Bullosa Acquisita
D016108,Epidermolysis Bullosa Dystrophica
D016110,Epidermolysis Bullosa Simplex
D016109,"Epidermolysis Bullosa, Junctional"
D004886,Erysipelas
D004890,Erythema
D015787,Erythema Chronicum Migrans
D016731,Erythema Infectiosum
D004892,Erythema Multiforme
D004893,Erythema Nodosum
D005076,Exanthema
D005148,Facial Dermatoses
D000071070,Familial Multiple Lipomatosis
D005258,Felty Syndrome
D005348,Fibrocystic Breast Disease
D000071380,"Fibromatosis, Plantar"
D005489,Focal Dermal Hypoplasia
D005499,Folliculitis
D005533,Foot Dermatoses
D005534,Foot Diseases
D016523,Foot Ulcer
D005667,Furunculosis
D060585,Fusariosis
D005687,Galactorrhea
D045888,Ganglion Cysts
D013700,Giant Cell Arteritis
D016460,Granuloma Annulare
D058890,Granulomatous Mastitis
D006177,Gynecomastia
D006201,Hair Diseases
D006229,Hand Dermatoses
D060831,Hand-Foot Syndrome
D056828,Hereditary Angioedema Type III
D056829,Hereditary Angioedema Types I and II
D056660,Hereditary Autoinflammatory Diseases
D061325,Hereditary Breast and Ovarian Cancer Syndrome
D022861,Hermanski-Pudlak Syndrome
D006560,Herpes Labialis
D006561,Herpes Simplex
D016575,Hidradenitis
D017497,Hidradenitis Suppurativa
D006628,Hirsutism
D039682,HIV-Associated Lipodystrophy Syndrome
D006712,Homocystinuria
,"Hyalinosis, Systemic"
D006945,Hyperhidrosis
D017488,"Hyperkeratosis, Epidermolytic"
D017495,Hyperpigmentation
D006983,Hypertrichosis
D007007,Hypohidrosis
D017496,Hypopigmentation
D007039,Hypotrichosis
D016113,"Ichthyosiform Erythroderma, Congenital"
D007057,Ichthyosis
D016112,Ichthyosis Vulgaris
D017490,"Ichthyosis, Lamellar"
D016114,"Ichthyosis, X-Linked"
D007169,Impetigo
D007184,Incontinentia Pigmenti
D058922,Inflammatory Breast Neoplasms
D007402,Intertrigo
D007617,Kaposi Varicelliform Eruption
D007627,Keloid
D007636,Keratoacanthoma
D007645,"Keratoderma, Palmoplantar"
D015776,"Keratoderma, Palmoplantar, Diffuse"
D007642,Keratosis
D055623,"Keratosis, Actinic"
D017492,"Keratosis, Seborrheic"
D007775,Lactation Disorders
D007815,Larva Migrans
D055092,Laryngomalacia
D007871,Leg Ulcer
D007896,Leishmaniasis
D016773,"Leishmaniasis, Cutaneous"
D007897,"Leishmaniasis, Mucocutaneous"
D007911,Lentigo
D044542,LEOPARD Syndrome
D010373,Lice Infestations
D008010,Lichen Planus
D017676,"Lichen Planus, Oral"
D018459,Lichen Sclerosus et Atrophicus
D062027,Linear IgA Bullous Dermatosis
D065134,Lipedema
D008060,Lipodystrophy
D052497,"Lipodystrophy, Congenital Generalized"
D052496,"Lipodystrophy, Familial Partial"
D008068,Lipomatosis
D008069,"Lipomatosis, Multiple Symmetrical"
D008178,"Lupus Erythematosus, Cutaneous"
D008179,"Lupus Erythematosus, Discoid"
D008180,"Lupus Erythematosus, Systemic"
D008181,Lupus Nephritis
D020945,"Lupus Vasculitis, Central Nervous System"
D008382,Marfan Syndrome
D008413,Mastitis
D034801,Mastocytoma
D008415,Mastocytosis
D034701,"Mastocytosis, Cutaneous"
D008548,Melanosis
D007706,Menkes Kinky Hair Syndrome
D008947,Mixed Connective Tissue Disease
D008976,Molluscum Contagiosum
D017520,Mucinoses
D009080,Mucocutaneous Lymph Node Syndrome
D009083,Mucopolysaccharidoses
D008059,Mucopolysaccharidosis I
D016532,Mucopolysaccharidosis II
D009084,Mucopolysaccharidosis III
D009085,Mucopolysaccharidosis IV
D009087,Mucopolysaccharidosis VI
D016538,Mucopolysaccharidosis VII
D055653,Muir-Torre Syndrome
D008271,Mycetoma
D047708,Myofibroma
D000077777,Myopericytoma
D009260,Nail Diseases
D009261,Nail-Patella Syndrome
D009263,"Nails, Ingrown"
D009335,Necrobiosis Lipoidica
D017441,Necrobiotic Disorders
D009372,"Neoplasms, Connective Tissue"
D009394,"Nephritis, Hereditary"
D054989,Nephrogenic Fibrosing Dermopathy
D056770,Netherton Syndrome
D020752,Neurocutaneous Syndromes
D009450,Neurodermatitis
D009634,Noonan Syndrome
D009855,Onchocerciasis
D054039,Onycholysis
D014009,Onychomycosis
D054517,Orbital Cellulitis
D010007,Osteochondritis
D010013,Osteogenesis Imperfecta
D053549,Pachyonychia Congenita
D015434,Panniculitis
D015436,"Panniculitis, Peritoneal"
D010214,Papillon-Lefevre Disease
D010267,Parapsoriasis
D010304,Paronychia
D066166,Pectus Carinatum
D010390,"Pemphigoid, Benign Mucous Membrane"
D010391,"Pemphigoid, Bullous"
D010392,Pemphigus
D016506,"Pemphigus, Benign Familial"
D010411,Penile Induration
D010580,Peutz-Jeghers Syndrome
D010787,Photosensitivity Disorders
D016116,Piebaldism
D010859,Pigmentation Disorders
D010874,Pinta
D010915,Pityriasis
D017514,Pityriasis Lichenoides
D017515,Pityriasis Rosea
D010916,Pityriasis Rubra Pilaris
D010488,Polyarteritis Nodosa
D011081,"Polychondritis, Relapsing"
D011111,Polymyalgia Rheumatica
D017499,Porokeratosis
D017119,Porphyria Cutanea Tarda
D017118,"Porphyria, Acute Intermittent"
D017092,"Porphyria, Erythropoietic"
D046350,"Porphyria, Variegate"
D017094,"Porphyrias, Hepatic"
D019339,Port-Wine Stain
D003668,Pressure Ulcer
D046351,"Protoporphyria, Erythropoietic"
D011536,Prurigo
D011537,Pruritus
D011538,Pruritus Ani
D011539,Pruritus Vulvae
D011561,Pseudoxanthoma Elasticum
D011565,Psoriasis
D011711,Pyoderma
D017511,Pyoderma Gangrenosum
D011855,Radiodermatitis
D012216,Rheumatic Diseases
D012218,Rheumatoid Nodule
D056653,Rheumatoid Vasculitis
D012226,Rhinoscleroma
D012393,Rosacea
D011038,Rothmund-Thomson Syndrome
D012532,Scabies
D012592,Scleredema Adultorum
D045743,"Scleroderma, Diffuse"
D045745,"Scleroderma, Limited"
D012594,"Scleroderma, Localized"
D012595,"Scleroderma, Systemic"
D053718,Scleromyxedema
D012625,Sebaceous Gland Diseases
D012859,Sjogren's Syndrome
D016111,Sjogren-Larsson Syndrome
D012868,Skin Abnormalities
D012871,Skin Diseases
D017192,"Skin Diseases, Bacterial"
D017443,"Skin Diseases, Eczematous"
D012873,"Skin Diseases, Genetic"
D012874,"Skin Diseases, Infectious"
D012875,"Skin Diseases, Metabolic"
D017444,"Skin Diseases, Papulosquamous"
D012876,"Skin Diseases, Parasitic"
D012872,"Skin Diseases, Vesiculobullous"
D017193,"Skin Diseases, Viral"
D012878,Skin Neoplasms
D012883,Skin Ulcer
D013174,Sporotrichosis
D013207,Staphylococcal Skin Infections
D013262,Stevens-Johnson Syndrome
D016706,"Still's Disease, Adult-Onset"
D013471,Sunburn
D013543,Sweat Gland Diseases
D013544,Sweat Gland Neoplasms
D013547,"Sweating, Gustatory"
D016463,Sweet Syndrome
D013625,Takayasu Arteritis
D013991,Tietze's Syndrome
D014005,Tinea
D014006,Tinea Capitis
,Tinea cruris
D014008,Tinea Pedis
D014010,Tinea Versicolor
D055089,Tracheobronchomalacia
D055090,Tracheomalacia
D054463,Trichothiodystrophy Syndromes
D064726,Triple Negative Breast Neoplasms
D000074079,Undifferentiated Connective Tissue Diseases
D000069584,Unilateral Breast Neoplasms
D014581,Urticaria
D014582,Urticaria Pigmentosa
D014647,Varicose Ulcer
D014820,Vitiligo
D014860,Warts
D014972,"Xanthogranuloma, Juvenile"
D014983,Xeroderma Pigmentosum
D015001,Yaws
D056150,Acute Generalized Exanthematous Pustulosis
D017109,"Akathisia, Drug-Induced"
D000425,Alcohol Amnestic Disorder
D000430,Alcohol Withdrawal Delirium
D020270,Alcohol Withdrawal Seizures
D020751,Alcohol-Induced Disorders
D020268,"Alcohol-Induced Disorders, Nervous System"
D019973,Alcohol-Related Disorders
D000435,Alcoholic Intoxication
D000076042,Alcoholic Korsakoff Syndrome
D020269,Alcoholic Neuropathy
D000437,Alcoholism
D019969,Amphetamine-Related Disorders
D064807,Anticholinergic Syndrome
D020261,Arsenic Poisoning
D055963,"Asthma, Aspirin-Induced"
D063425,Binge Drinking
D001733,Bites and Stings
D001906,Botulism
D002249,Carbon Monoxide Poisoning
D002310,"Cardiomyopathy, Alcoholic"
D066126,Cardiotoxicity
D056486,Chemical and Drug Induced Liver Injury
D056487,"Chemical and Drug Induced Liver Injury, Chronic"
D064419,Chemically-Induced Disorders
D000084202,Chemotherapy-Related Cognitive Impairment
D036841,Ciguatera Poisoning
D019970,Cocaine-Related Disorders
D003875,Drug Eruptions
D004342,Drug Hypersensitivity
D063926,Drug Hypersensitivity Syndrome
D062787,Drug Overdose
D064420,Drug-Related Side Effects and Adverse Reactions
D004409,"Dyskinesia, Drug-Induced"
D004893,Erythema Nodosum
D005235,"Fatty Liver, Alcoholic"
D005236,Favism
D063647,Fetal Alcohol Spectrum Disorders
D005458,Fluoride Poisoning
D005517,Foodborne Diseases
D060831,Hand-Foot Syndrome
D000075322,Heavy Metal Poisoning
D006519,"Hepatitis, Alcoholic"
D006556,Heroin Dependence
D007222,Inert Gas Narcosis
D058545,Inhalant Abuse
D000075662,Injection Site Reaction
D007299,Insect Bites and Stings
D007855,Lead Poisoning
D008104,"Liver Cirrhosis, Alcoholic"
D008108,"Liver Diseases, Alcoholic"
D002189,Marijuana Abuse
D008630,Mercury Poisoning
D065606,Metabolic Side Effects of Drugs and Substances
D009021,Morphine Dependence
D009145,Mushroom Poisoning
D000081030,Myotoxicity
D000079524,Narcotic-Related Disorders
D009357,Neonatal Abstinence Syndrome
D009459,Neuroleptic Malignant Syndrome
D020258,Neurotoxicity Syndromes
D000083682,Opiate Overdose
D000079689,Opioid-Induced Constipation
D009293,Opioid-Related Disorders
D062025,Organophosphate Poisoning
D000081015,Ototoxicity
D019512,"Pancreatitis, Alcoholic"
D011041,Poisoning
D000072736,Propofol Infusion Syndrome
D011605,"Psychoses, Substance-Induced"
D065008,Scorpion Stings
D020230,Serotonin Syndrome
D057096,Shellfish Poisoning
D012909,Snake Bites
D001098,Spider Bites
D013262,Stevens-Johnson Syndrome
D015819,"Substance Abuse, Intravenous"
D013375,Substance Withdrawal Syndrome
D019966,Substance-Related Disorders
D064927,Tick Bites
D014029,Tobacco Use Disorder
D000081028,Toxic Optic Neuropathy
D014869,Water Intoxication
D014899,Wernicke Encephalopathy
D000006,"Abdomen, Acute"
D015746,Abdominal Pain
D059786,Abnormal Karyotype
D000038,Abscess
D058606,Accessory Atrioventricular Bundle
D000208,Acute Disease
D059787,Acute Pain
D000210,Acute-Phase Reaction
D000219,Adams-Stokes Syndrome
D000334,Aerophagy
D061085,Agenesis of Corpus Callosum
D000370,Ageusia
D019588,"Aging, Premature"
D000377,Agnosia
D000381,Agraphia
D056151,Airway Remodeling
D017109,"Akathisia, Drug-Induced"
D000419,Albuminuria
D020270,Alcohol Withdrawal Seizures
D000076042,Alcoholic Korsakoff Syndrome
D000071064,"Alert Fatigue, Health Personnel"
D000505,Alopecia
,Alpha 1-Antitrypsin Deficiency
D020757,Amaurosis Fugax
D000550,Amblyopia
D000568,Amenorrhea
D000647,Amnesia
D020324,"Amnesia, Anterograde"
D000648,"Amnesia, Retrograde"
D020236,"Amnesia, Transient Global"
D000708,Anaplasia
D057868,Anastomotic Leak
D050030,Andersen Syndrome
D000782,Aneuploidy
D000787,Angina Pectoris
D000788,"Angina Pectoris, Variant"
D060050,"Angina, Stable"
D000789,"Angina, Unstable"
D059445,Anhedonia
D015875,Anisocoria
D000849,Anomia
D000855,Anorexia
D000086582,Anosmia
D056988,Anterior Wall Myocardial Infarction
D020132,"Anticipation, Genetic"
D001037,Aphasia
D001039,"Aphasia, Broca"
D018886,"Aphasia, Conduction"
D018888,"Aphasia, Primary Progressive"
D001041,"Aphasia, Wernicke"
D001044,Aphonia
D001049,Apnea
D020240,"Apraxia, Ideomotor"
D001072,Apraxias
D001146,"Arrhythmia, Sinus"
D001145,"Arrhythmias, Cardiac"
D001164,Arteriovenous Fistula
D018771,Arthralgia
D001184,Articulation Disorders
D001201,Ascites
D001237,Asphyxia
D001247,Asthenia
D058070,Asymptomatic Diseases
D058345,Asymptomatic Infections
D001259,Ataxia
D001281,Atrial Fibrillation
D001282,Atrial Flutter
D018880,Atrial Premature Complexes
D064752,Atrial Remodeling
D054537,Atrioventricular Block
D001284,Atrophy
D001308,Auditory Perceptual Disorders
D053099,Azotemia
D001416,Back Pain
D016470,Bacteremia
D020145,Basal Ganglia Hemorrhage
D065635,Benign Paroxysmal Positional Vertigo
D000071699,Bilateral Vestibulopathy
D001658,Biliary Fistula
D001724,Birth Weight
D059266,Bisphosphonate-Associated Osteonecrosis of the Jaw
D001752,Blast Crisis
D001766,Blindness
D001768,Blister
D016063,"Blood Loss, Surgical"
D000086982,Blood-Borne Infections
D001832,Body Temperature Changes
D001835,Body Weight
D001836,Body Weight Changes
D000077962,Body-Weight Trajectory
D001919,Bradycardia
D001926,Brain Death
D020520,Brain Infarction
D020526,Brain Stem Infarctions
D059390,Breakthrough Pain
D000072656,Breast Cancer Lymphedema
D057768,"Brief, Resolved, Unexplained Event"
D001983,Bronchial Fistula
D018437,Brown-Sequard Syndrome
D002032,Bulimia
D002037,Bundle-Branch Block
D002100,Cachexia
D046589,CADASIL
D002102,Cadaver
D002137,Calculi
D000072716,Cancer Pain
D058387,Candidemia
D063646,Carcinogenesis
D005117,"Cardiac Complexes, Premature"
D016534,"Cardiac Output, High"
D002303,"Cardiac Output, Low"
D006332,Cardiomegaly
D066126,Cardiotoxicity
D020216,Carotid-Cavernous Sinus Fistula
D002375,Catalepsy
D002388,Catastrophic Illness
D002389,Catatonia
D002471,"Cell Transformation, Neoplastic"
D000071697,Cellulite
D002481,Cellulitis
D002524,Cerebellar Ataxia
D002543,Cerebral Hemorrhage
D002544,Cerebral Infarction
D065634,Cerebrospinal Fluid Leak
D053447,Channelopathies
D000075562,Charles Bonnet Syndrome
D002637,Chest Pain
D002639,Cheyne-Stokes Respiration
D002819,Chorea
D002828,Choristoma
D002832,Choroid Hemorrhage
D020256,Choroidal Neovascularization
D043171,Chromosomal Instability
D002869,Chromosome Aberrations
D002872,Chromosome Deletion
D002908,Chronic Disease
D059350,Chronic Pain
D002921,Cicatrix
D017439,"Cicatrix, Hypertrophic"
D000075902,Clinical Deterioration
D003111,Colonic Polyps
D003117,Color Vision Defects
D003128,Coma
D003141,Communicable Diseases
D021821,"Communicable Diseases, Emerging"
D003147,Communication Disorders
D000068376,Compassion Fatigue
D003221,Confusion
D003244,Consciousness Disorders
D003248,Constipation
D003251,"Constriction, Pathologic"
D003289,Convalescence
D055954,Corneal Endothelial Cell Loss
D016510,Corneal Neovascularization
D003371,Cough
D016638,Critical Illness
D003428,Cross Infection
D017577,Cutaneous Fistula
D003490,Cyanosis
D052858,Cystocele
D003560,Cysts
D000080424,Cytokine Release Syndrome
D054062,Deaf-Blind Disorders
D003638,Deafness
D003643,Death
D003645,"Death, Sudden"
